Split,Phase,Epoch,Train_Loss,Train_F1,Test_Loss,Test_Accuracy,Test_Precision,Test_Recall,Test_F1,Threshold
60/40,Phase 1: Standard BCE,18,0.5748149545753704,0.9171942551214332,0.15352928749563402,0.9419444444444445,0.9389676069143134,0.9328144078144078,0.9357599025504019,0.31799176
60/40,Phase 1: Standard BCE,19,0.5834286111242631,0.9151618179995182,0.17556783328192277,0.9375,0.9476432138228879,0.9160256410256411,0.9289784621487207,0.40745482
60/40,Phase 1: Standard BCE,20,0.5776807928786558,0.9175606681511562,0.1474381551930779,0.9419444444444445,0.9364088632467401,0.9359279609279609,0.9361675647238751,0.2951846
60/40,Phase 1: Standard BCE,21,0.5745236221481772,0.9158855942319459,0.14916883699857353,0.9511111111111111,0.9551217879839997,0.9373015873015873,0.9452486434003358,0.3429065
60/40,Phase 1: Standard BCE,22,0.5779316502458909,0.9159045222467297,0.14157346613182312,0.9402777777777778,0.9344388917521314,0.9342796092796093,0.9343591566729048,0.3157299
60/40,Phase 1: Standard BCE,23,0.5742020680623896,0.9207724562868773,0.15072225789098362,0.94,0.9546856099238632,0.9161172161172162,0.9313790966043949,0.3938625
60/40,Phase 1: Standard BCE,24,0.5661102852400611,0.9192237395190199,0.1486306126441872,0.9341666666666667,0.9242966173391719,0.9332417582417583,0.9284326593012924,0.26517764
60/40,Phase 1: Standard BCE,25,0.5650825714363771,0.920858026073849,0.13809966606398424,0.9388888888888889,0.9293319378014262,0.9385225885225885,0.9335775309560574,0.27069527
60/40,Phase 1: Standard BCE,26,0.5748577493078568,0.9228483220889829,0.14734385339053055,0.9463888888888888,0.9451245520578098,0.9364163614163614,0.9405179713546261,0.3046327
60/40,Phase 1: Standard BCE,27,0.5712451791062074,0.9180485673881806,0.16323154092880718,0.9238888888888889,0.9475899005355777,0.8912698412698412,0.9113482507456849,0.42879406
60/40,Phase 1: Standard BCE,28,0.5722448776750003,0.917553392568774,0.14564612120586007,0.9441666666666667,0.9547152931366125,0.923901098901099,0.9366370286864556,0.46636614
60/40,Phase 1: Standard BCE,29,0.5643121074227726,0.9198611582275058,0.13220774214061207,0.9461111111111111,0.9409219084961287,0.9405982905982906,0.9407597209531782,0.37856022
60/40,Phase 1: Standard BCE,30,0.56654812132611,0.9175383152522261,0.14391034818662887,0.9505555555555556,0.9513896630917077,0.9394383394383394,0.9449583648854982,0.38009784
60/40,Phase 1: Standard BCE,31,0.5680034342934104,0.9194379875757117,0.13688580576624526,0.9463888888888888,0.9424804757885432,0.9393467643467643,0.9408791495106575,0.39547926
60/40,Phase 1: Standard BCE,32,0.5652931223897373,0.9216421639835941,0.1499589929324493,0.9463888888888888,0.9465914065256024,0.93495115995116,0.9403317872098249,0.3814155
60/40,Phase 1: Standard BCE,33,0.5541238497285282,0.9212671324223005,0.1362596282147263,0.9458333333333333,0.9418656206842723,0.9387362637362637,0.9402664982102499,0.3599882
60/40,Phase 1: Standard BCE,34,0.5625354458304013,0.9236571853739758,0.1480977166640131,0.9363888888888889,0.928553420006555,0.9323870573870574,0.9304126158787369,0.30838254
60/40,Phase 1: Standard BCE,35,0.5628408088403589,0.9181854260158134,0.1420348322247727,0.9461111111111111,0.9420965937726642,0.9391330891330891,0.940583931322375,0.36477947
60/40,Phase 1: Standard BCE,36,0.5553857024978189,0.9178945608833955,0.13447906752525454,0.9433333333333334,0.9362992466204256,0.9397435897435897,0.9379763046512029,0.37613076
60/40,Phase 1: Standard BCE,37,0.5592453774283914,0.9216044699338625,0.14287767013567582,0.9472222222222222,0.9442729237418956,0.9392551892551892,0.9416775381781906,0.35261628
60/40,Phase 1: Standard BCE,38,0.5619685250170091,0.918160365905359,0.15810214603940645,0.9325,0.94818332721659,0.9063186813186813,0.9225028084758966,0.4053368
60/40,Phase 1: Standard BCE,39,0.5579868151861078,0.9217172137993936,0.1591727489670902,0.9333333333333333,0.9505827726712783,0.9064102564102564,0.9233008746896083,0.3699619
60/40,Phase 1: Standard BCE,40,0.5563048590632046,0.9200713032719072,0.15276742229859033,0.9430555555555555,0.9387913451629178,0.9356837606837607,0.9372032417082115,0.37525436
60/40,Phase 1: Standard BCE,41,0.5498646729132708,0.9214917556666078,0.1404052806626025,0.9477777777777778,0.9455531405587774,0.9391330891330891,0.9422036201985367,0.34773827
60/40,Phase 1: Standard BCE,42,0.5522355132243213,0.9223484848484849,0.13746431257510394,0.9388888888888889,0.9300158509054229,0.9372405372405372,0.9334172679289139,0.25467834
60/40,Phase 1: Standard BCE,43,0.5587960916406968,0.9220517785023985,0.15962625791629156,0.9386111111111111,0.9324729892974318,0.9326312576312576,0.9325520299287227,0.36569753
60/40,Phase 1: Standard BCE,44,0.5567913086975322,0.9221655139535433,0.16285879759673486,0.9427777777777778,0.9422395227575,0.9312576312576313,0.9363502535003927,0.34084785
60/40,Phase 1: Standard BCE,45,0.5492802034406101,0.9232997672627596,0.1470302451042491,0.9408333333333333,0.9515846024543904,0.9196886446886448,0.9327662775007889,0.39461836
60/40,Phase 1: Standard BCE,46,0.5516423975720125,0.9220178220066324,0.14236502924509215,0.9472222222222222,0.9470606714771636,0.9363247863247863,0.9413169505816656,0.3902787
60/40,Phase 1: Standard BCE,47,0.5560005415888394,0.9220164208325219,0.14508276769335857,0.9486111111111111,0.9504794246273858,0.9361111111111111,0.9426459292948317,0.38787505
60/40,Phase 1: Standard BCE,48,0.5506853264920851,0.924823205453638,0.14087832008341425,0.9505555555555556,0.9515847832909097,0.9392551892551892,0.944936627282492,0.36511254
60/40,Phase 1: Standard BCE,49,0.5574822958777933,0.9253874238181747,0.15060336817578787,0.945,0.9505776636713736,0.9285714285714286,0.938125,0.4133778
60/40,Phase 1: Standard BCE,50,0.5523809878265157,0.9195719273268114,0.14814836937084533,0.9380555555555555,0.9295852892557006,0.9355006105006105,0.9324032976884504,0.22859612
60/40,Phase 1: Standard BCE,51,0.5479080238763023,0.9225836991842524,0.15140573172258182,0.9305555555555556,0.9517374517374517,0.9007936507936508,0.9195789511308093,0.43374893
60/40,Phase 1: Standard BCE,52,0.5531297066632439,0.9250843071802854,0.1445018253697638,0.9416666666666667,0.9356278177561991,0.9362637362637363,0.9359442762652193,0.3907855
60/40,Phase 1: Standard BCE,53,0.5538880891659681,0.9187854813528202,0.15369023719246974,0.9391666666666667,0.9333529927667545,0.9328754578754579,0.9331133812178404,0.39113086
60/40,Phase 1: Standard BCE,54,0.5521941956351785,0.9236316282896245,0.14956507400462501,0.9394444444444444,0.9330583949609523,0.934004884004884,0.9335282764004037,0.37036464
60/40,Phase 1: Standard BCE,55,0.556073382321526,0.9214171370923142,0.15523240563312643,0.9419444444444445,0.9389676069143134,0.9328144078144078,0.9357599025504019,0.35756803
60/40,Phase 1: Standard BCE,56,0.5585095970069661,0.9234945565965699,0.1583609007821794,0.9419444444444445,0.9562803833031679,0.9187118437118438,0.9336774571845411,0.41760346
60/40,Phase 1: Standard BCE,57,0.550009481345906,0.9266134114395598,0.14704176437175065,0.9380555555555555,0.929693293351068,0.9353174603174603,0.9323795662639398,0.36549553
60/40,Phase 1: Standard BCE,58,0.5557059414246504,0.9253097866481129,0.14737148313341955,0.9438888888888889,0.9400965945493076,0.9361416361416361,0.9380641679748822,0.3635808
60/40,Phase 1: Standard BCE,59,0.5563299238681794,0.9224910290542887,0.15388770591010126,0.9338888888888889,0.938632159485943,0.9156288156288156,0.9255004201470236,0.5392146
60/40,Phase 1: Standard BCE,60,0.5538678193793577,0.9210804611005592,0.1541653155234822,0.9363888888888889,0.9296441942940772,0.9307387057387058,0.930186894020504,0.33995393
60/40,Phase 1: Standard BCE,61,0.5483458010589375,0.9259019680788199,0.15836018876156263,0.9338888888888889,0.9269667028107067,0.9278998778998779,0.9274299531343857,0.36745268
60/40,Phase 1: Standard BCE,62,0.5541804387288936,0.916397886674416,0.14830881809783086,0.9383333333333334,0.9310878189030826,0.9338827838827839,0.9324552516041877,0.37689027
60/40,Phase 1: Standard BCE,63,0.5431059924995199,0.9243229470005824,0.14253850170133406,0.9405555555555556,0.9416296221458881,0.926984126984127,0.9336154161134618,0.44815
60/40,Phase 1: Standard BCE,64,0.5448118939119226,0.9266035162260042,0.1365114450291322,0.9361111111111111,0.9514951458626174,0.9109279609279609,0.9267658711977955,0.4946454
60/40,Phase 1: Standard BCE,65,0.5469699747422162,0.9188778595554508,0.14885003564127705,0.9422222222222222,0.9405413187446012,0.9317460317460318,0.9358825939052844,0.4167449
60/40,Phase 1: Standard BCE,66,0.54220389864024,0.9254509996541391,0.14955818164570814,0.9316666666666666,0.9220189109670818,0.9296703296703297,0.9255999387056406,0.40240955
60/40,Phase 1: Standard BCE,67,0.5490767433362849,0.9183513451777883,0.15708149998987975,0.9313888888888889,0.9226720452330595,0.9276251526251527,0.925049252806291,0.3571345
60/40,Phase 1: Standard BCE,68,0.5370125199065489,0.9252601565978968,0.14216955917838373,0.9419444444444445,0.9368306121386416,0.9353785103785104,0.9360969125483191,0.4289136
60/40,Phase 1: Standard BCE,69,0.552910163122065,0.9226291965670288,0.16415399241081455,0.9352777777777778,0.9276923584810004,0.9306166056166056,0.929121157275403,0.2886319
60/40,Phase 1: Standard BCE,70,0.5494379197849947,0.9225980996748397,0.1456949338970477,0.9369444444444445,0.9303814610117561,0.9311660561660562,0.930771430084185,0.32516065
60/40,Phase 1: Standard BCE,71,0.5447458228644203,0.927858221230843,0.1447879779561047,0.9358333333333333,0.927071356426398,0.9332417582417583,0.9300028222767787,0.31735864
60/40,Phase 1: Standard BCE,72,0.5556597776272718,0.9205936705936706,0.14841620789089224,0.9322222222222222,0.9223393743209043,0.9308302808302809,0.9262809936220975,0.3223912
60/40,Phase 1: Standard BCE,73,0.5493515028673059,0.9228845616796567,0.1449937941669895,0.9375,0.9290906802196592,0.9347069597069597,0.9317731049748272,0.27228752
60/40,Phase 1: Standard BCE,74,0.5524631075999316,0.9227694150144186,0.1761389077363307,0.9241666666666667,0.9474071159622953,0.8918498168498168,0.9117361705406626,0.449596
60/40,Phase 1: Standard BCE,75,0.5559342380832223,0.9187602551890108,0.16125971457937308,0.9355555555555556,0.9305631492618918,0.9273504273504274,0.9289191489361702,0.35131752
60/40,Phase 1: Standard BCE,76,0.5462315843385809,0.9221098539541269,0.15072438869167837,0.9455555555555556,0.9467131035003968,0.933028083028083,0.9392720704196114,0.4569858
60/40,Phase 1: Standard BCE,77,0.5517336922533372,0.9241024662962288,0.143999728733641,0.9427777777777778,0.9368470391884862,0.9374847374847375,0.9371643852887388,0.31244898
60/40,Phase 1: Standard BCE,78,0.5437005919568679,0.9226291965670288,0.1419590525329113,0.9383333333333334,0.9300491898148148,0.9355311355311355,0.9326709611675219,0.27730006
60/40,Phase 1: Standard BCE,79,0.5448590204996221,0.9217006456094006,0.1407158479355929,0.9411111111111111,0.9332889773623578,0.9382173382173382,0.9356584420979934,0.30176806
60/40,Phase 1: Standard BCE,80,0.5446438242407406,0.9265437037936565,0.15845015439155855,0.9291666666666667,0.9193671254322484,0.9268315018315019,0.9228646554507842,0.34938535
60/40,Phase 1: Standard BCE,81,0.5547673898584703,0.9216703408575656,0.15762013533528438,0.9341666666666667,0.9270836185729803,0.9284798534798535,0.9277742350582949,0.4423936
60/40,Phase 1: Standard BCE,82,0.5575858866467195,0.9236681866642062,0.16146743980546793,0.9405555555555556,0.9441125408496732,0.9247863247863248,0.9332909387897605,0.36990356
60/40,Phase 1: Standard BCE,83,0.5512838349622838,0.9222719826819071,0.15671745387085698,0.9322222222222222,0.9236308223918958,0.9284493284493285,0.925946508829766,0.30575773
60/40,Phase 1: Standard BCE,84,0.5449017286300659,0.9185363783705573,0.15380850346072725,0.9369444444444445,0.9405011247192645,0.9203601953601954,0.9291654990213449,0.36079204
60/40,Phase 1: Standard BCE,85,0.5519293890279882,0.9262270520351708,0.15088642238263497,0.9352777777777778,0.9281763243123089,0.9298840048840049,0.9290189527350678,0.35921228
60/40,Phase 1: Standard BCE,86,0.5546310645692488,0.9175324372413518,0.15825793480402545,0.9277777777777778,0.95,0.8968253968253967,0.9161620866325104,0.47806868
60/40,Phase 1: Standard BCE,87,0.5529231513247771,0.9177490651742495,0.15840728721467026,0.9361111111111111,0.9289034881099738,0.9310744810744811,0.9299708279444138,0.37786278
60/40,Phase 1: Standard BCE,88,0.5442545066861545,0.9189580577709434,0.1602855316248902,0.9361111111111111,0.9286615472334437,0.9314407814407815,0.9300212066169513,0.31987774
60/40,Phase 1: Standard BCE,89,0.5437124241800869,0.9240204934957671,0.16752704232931137,0.9302777777777778,0.9238349478082597,0.9227411477411478,0.923283500153798,0.34696785
60/40,Phase 1: Standard BCE,90,0.5504640453002032,0.9202228633584252,0.1536578801705649,0.9352777777777778,0.9263661334096895,0.9328144078144078,0.9294214519575744,0.3199978
60/40,Phase 1: Standard BCE,91,0.5463725956047283,0.9218058341448209,0.16037506878114582,0.9283333333333333,0.9182392113233862,0.9263736263736264,0.9220244363730147,0.26756972
60/40,Phase 1: Standard BCE,92,0.5408382566536174,0.9274310168195972,0.1445604394631166,0.9397222222222222,0.9334284094082995,0.9342185592185592,0.9338211468205644,0.40676555
60/40,Phase 1: Standard BCE,93,0.5491738869863398,0.9240448641668988,0.1572705676550405,0.9327777777777778,0.9245642522155357,0.9285103785103785,0.9264753292322006,0.34445226
60/40,Phase 1: Standard BCE,94,0.5468718034379623,0.9228071140500462,0.16102403281419947,0.9344444444444444,0.928767660910518,0.9268620268620269,0.9278013681028892,0.40018964
60/40,Phase 1: Standard BCE,95,0.54457768201828,0.9253685049018664,0.14908112480975033,0.9341666666666667,0.9514410463609957,0.9074175824175824,0.9242771113368755,0.3902283
60/40,Phase 1: Standard BCE,96,0.5477257171097923,0.9243749740868195,0.16251571754222377,0.9241666666666667,0.9453299682233888,0.8929487179487179,0.91199130945523,0.46908018
60/40,Phase 1: Standard BCE,97,0.551562795568915,0.9263057183821124,0.1626449546270203,0.9316666666666666,0.9235791519667689,0.926923076923077,0.9252067203146858,0.2960473
60/40,Phase 1: Standard BCE,98,0.5484418500872219,0.9177167933929633,0.16743429201213936,0.9347222222222222,0.9350954156613293,0.9204822954822955,0.9270864082083812,0.42846134
60/40,Phase 1: Standard BCE,99,0.5509193297694711,0.916301070288038,0.15509291184379867,0.9411111111111111,0.9414824592804725,0.9283272283272284,0.9343408412356036,0.32160375
60/40,Phase 1: Standard BCE,100,0.5487233894712785,0.9206644041330068,0.15673337085989483,0.9330555555555555,0.9240623283391268,0.9301892551892552,0.9269726414229594,0.2583382
60/40,Phase 2: Weighted BCE,1,1.0974223571665147,0.8028558290200543,0.32873885725673874,0.925,0.9174603023972431,0.9177655677655678,0.9176125681857712,0.5552386
60/40,Phase 2: Weighted BCE,2,0.9106478845371919,0.8708992727159222,0.3342506340459773,0.92,0.9273182499360357,0.8965201465201464,0.9090326826058346,0.65533596
60/40,Phase 2: Weighted BCE,3,0.8894853823325213,0.8763211292784656,0.3325845047570111,0.9280555555555555,0.9250637486384164,0.9157203907203908,0.920083865657584,0.5610856
60/40,Phase 2: Weighted BCE,4,0.8640840207829195,0.8867622462725906,0.3542812356823369,0.92,0.9261090909090909,0.8974358974358974,0.9092309847317552,0.60368353
60/40,Phase 2: Weighted BCE,5,0.8420589285738328,0.8845955726965342,0.29744792376693924,0.9330555555555555,0.9287537980767745,0.9234126984126985,0.9259804708225612,0.64971066
60/40,Phase 2: Weighted BCE,6,0.8267718322136823,0.8971823270773711,0.3011022559122035,0.9366666666666666,0.9457454545454546,0.9157509157509158,0.9281411962459728,0.67530525
60/40,Phase 2: Weighted BCE,7,0.8181639839621151,0.8917110307644665,0.2870505412942485,0.9366666666666666,0.9310808510638298,0.9294871794871795,0.9302746370594381,0.596324
60/40,Phase 2: Weighted BCE,8,0.8165306540096507,0.8924011120630173,0.32486464279262645,0.9283333333333333,0.9409584485314741,0.9031135531135531,0.9179991799917999,0.62756675
60/40,Phase 2: Weighted BCE,9,0.8135259081335628,0.8939476857793313,0.2675916403532028,0.9305555555555556,0.9224811422413793,0.9255189255189256,0.9239633672400391,0.5584708
60/40,Phase 2: Weighted BCE,10,0.7829793614499709,0.9045378964913469,0.24568214829553636,0.9436111111111111,0.9385248730698645,0.9373931623931624,0.9379543845865379,0.54649377
60/40,Phase 2: Weighted BCE,11,0.7760412125026479,0.9064183945992286,0.30036491796112896,0.9375,0.9346610761705101,0.9271978021978022,0.9307359307359306,0.5380115
60/40,Phase 2: Weighted BCE,12,0.7704042329507715,0.9085879101208094,0.28122785975012865,0.945,0.949664925453729,0.9293040293040293,0.9382276108020566,0.60361356
60/40,Phase 2: Weighted BCE,13,0.7520837860948899,0.9188495615519991,0.2791629828381957,0.9441666666666667,0.9483718065743603,0.9286630036630037,0.937330459449317,0.66808194
60/40,Phase 2: Weighted BCE,14,0.7586732064976411,0.912075025407425,0.28912975861315143,0.9391666666666667,0.9353973408685572,0.9303113553113553,0.9327629555610384,0.49689153
60/40,Phase 2: Weighted BCE,15,0.7471865471671609,0.9121937183376938,0.2619113979632394,0.9430555555555555,0.9475383948839757,0.9270757020757021,0.936030516737338,0.67729336
60/40,Phase 2: Weighted BCE,16,0.7462155286003561,0.9124007924392734,0.2523118331701609,0.9433333333333334,0.9536,0.9230769230769231,0.9357052808516599,0.6550012
60/40,Phase 2: Weighted BCE,17,0.7480129820459029,0.9102490729343881,0.2524227410097394,0.9425,0.9371596768576016,0.9363553113553114,0.9367551362051809,0.5644879
60/40,Phase 2: Weighted BCE,18,0.7362937345224269,0.9221645342906409,0.2903334486641382,0.925,0.9482758620689655,0.8928571428571428,0.9127272727272727,0.7013227
60/40,Phase 2: Weighted BCE,19,0.7307389872915605,0.9244394868904242,0.2763585337159926,0.9383333333333334,0.9547899159663866,0.9130036630036631,0.9292486654449845,0.69062287
60/40,Phase 2: Weighted BCE,20,0.7389875362901127,0.9125473000946727,0.260967471032289,0.9461111111111111,0.9410637812221474,0.9404151404151404,0.9407379449575661,0.6373879
60/40,Phase 2: Weighted BCE,21,0.7356562432120828,0.9161927347350807,0.29177039848607883,0.9294444444444444,0.951040863531226,0.8992063492063492,0.9182143392516433,0.6793351
60/40,Phase 2: Weighted BCE,22,0.7485762182404013,0.9112089961656176,0.28213042811604966,0.9377777777777778,0.9563182527301093,0.9111111111111111,0.9283810130107826,0.6845335
60/40,Phase 2: Weighted BCE,23,0.7250458044164321,0.9188941473203881,0.2636136896908283,0.93,0.9196820626636013,0.928937728937729,0.9239420296076106,0.51419777
60/40,Phase 2: Weighted BCE,24,0.7256659535800709,0.9210588507504978,0.27451090148666446,0.9327777777777778,0.953137103020914,0.903968253968254,0.9222997282630994,0.7003161
60/40,Phase 2: Weighted BCE,25,0.723983572511112,0.9201654335979065,0.2823371964327076,0.9347222222222222,0.9451516328523142,0.9124236874236875,0.9257242608883536,0.6812412
60/40,Phase 2: Weighted BCE,26,0.7222200449775247,0.9207813646665446,0.2751570264236969,0.9397222222222222,0.9553989265429317,0.9151709401709403,0.9309522586840218,0.6338196
60/40,Phase 2: Weighted BCE,27,0.7136135676327874,0.9232276607894756,0.26021055406645727,0.9486111111111111,0.9487185504335119,0.9377594627594628,0.9428500377266981,0.6705707
60/40,Phase 2: Weighted BCE,28,0.7292365873561186,0.9173700126844748,0.25601955620866074,0.9438888888888889,0.9367827223863252,0.9405372405372405,0.9386063022758219,0.5386429
60/40,Phase 2: Weighted BCE,29,0.7234713701640858,0.92076030247494,0.2495729798418388,0.9447222222222222,0.9420635065328642,0.9358669108669109,0.9388335914235884,0.68360275
60/40,Phase 2: Weighted BCE,30,0.7185725352343391,0.9188819756960713,0.26828070710364144,0.9388888888888889,0.930118652961117,0.9370573870573871,0.9333941308119087,0.58848405
60/40,Phase 2: Weighted BCE,31,0.7090219462619108,0.9250980917374763,0.28079349992045183,0.9333333333333333,0.9534883720930232,0.9047619047619048,0.9229781771501926,0.7216925
60/40,Phase 2: Weighted BCE,32,0.7087517976760864,0.9206503350319187,0.2583507769986203,0.9469444444444445,0.9531766717337439,0.9304334554334555,0.94027512529325,0.6714657
60/40,Phase 2: Weighted BCE,33,0.7110575563767377,0.9207766568256326,0.27007683797886495,0.9386111111111111,0.9352525273720524,0.9291514041514042,0.9320714759025781,0.6566352
60/40,Phase 2: Weighted BCE,34,0.7186522133210126,0.9194645285990407,0.28932530968858483,0.9427777777777778,0.9491777435419727,0.9252136752136753,0.9354900442766552,0.61615545
60/40,Phase 2: Weighted BCE,35,0.7174222420243656,0.9160712215949012,0.2699329494907145,0.9411111111111111,0.9563182006384314,0.9171550671550672,0.932619481233572,0.6683035
60/40,Phase 2: Weighted BCE,36,0.7144278519293841,0.9225007469414541,0.29391881143837645,0.9363888888888889,0.9460667705684522,0.9149877899877901,0.9277474315237325,0.62824863
60/40,Phase 2: Weighted BCE,37,0.7217193189789267,0.916948278824675,0.26636286602731335,0.9408333333333333,0.9335133822292176,0.9370879120879121,0.9352515306620903,0.52651274
60/40,Phase 2: Weighted BCE,38,0.6997219246976516,0.9254509996541391,0.27184525014538513,0.9411111111111111,0.9374807039209633,0.9325396825396826,0.9349244110198757,0.68835163
60/40,Phase 2: Weighted BCE,39,0.7239472192876479,0.9219325192312575,0.25029719366054787,0.9363888888888889,0.9265063238648144,0.936050061050061,0.9308955952647892,0.51043904
60/40,Phase 2: Weighted BCE,40,0.7073831281241248,0.9216223264071906,0.26252796402887296,0.9511111111111111,0.9551217879839997,0.9373015873015873,0.9452486434003358,0.5393771
60/40,Phase 2: Weighted BCE,41,0.7150640859323389,0.9233050695257412,0.2406947720599802,0.9491666666666667,0.9574624389440736,0.9315934065934066,0.9426077961576669,0.7306191
60/40,Phase 2: Weighted BCE,42,0.7129859559676226,0.9210752073205605,0.2699875443389541,0.9447222222222222,0.9530322756967613,0.9261599511599512,0.9375102001688551,0.656016
60/40,Phase 2: Weighted BCE,43,0.7143576979637146,0.913350912757206,0.2700163948169926,0.9366666666666666,0.9289138540506513,0.9326007326007326,0.9307041431628087,0.6028899
60/40,Phase 2: Weighted BCE,44,0.6979409649091608,0.9308605241348881,0.2636438268318511,0.9380555555555555,0.9306043245241176,0.9338522588522589,0.9321874636514922,0.57317126
60/40,Phase 2: Weighted BCE,45,0.7022933679468492,0.9210655565170616,0.27464306040814046,0.9327777777777778,0.9468817997528107,0.9076312576312576,0.9230149032260573,0.70588094
60/40,Phase 2: Weighted BCE,46,0.7031731177778805,0.9253649747809676,0.2485815581718558,0.9405555555555556,0.9323499763721237,0.9381562881562882,0.9351200363543389,0.53478116
60/40,Phase 2: Weighted BCE,47,0.7013584999477163,0.920779364107915,0.2424159478722957,0.9441666666666667,0.9373940352878282,0.9403846153846154,0.93885559061097,0.55968446
60/40,Phase 2: Weighted BCE,48,0.6914878270205329,0.9191052128519962,0.2491645031984438,0.94,0.9577464788732395,0.9142857142857144,0.9310661764705883,0.7248507
60/40,Phase 2: Weighted BCE,49,0.7034014729892506,0.9261775020049428,0.2579247086848083,0.9386111111111111,0.9309737711255472,0.9348290598290598,0.9328436161973837,0.6609911
60/40,Phase 2: Weighted BCE,50,0.714335151980905,0.9169351765389799,0.26517467017759355,0.9402777777777778,0.9324404655074492,0.9372100122100122,0.9347364105649778,0.559064
60/40,Phase 2: Weighted BCE,51,0.7040729101966409,0.925240531803821,0.2674207371381814,0.9427777777777778,0.9562593157730398,0.9202686202686203,0.9347315474044701,0.6753761
60/40,Phase 2: Weighted BCE,52,0.7008959068971522,0.929819854086402,0.24930658465937564,0.9491666666666667,0.9470169459225455,0.9407509157509157,0.9437514936206868,0.6859062
60/40,Phase 2: Weighted BCE,53,0.6953169962939094,0.9243374847832194,0.29398703731988607,0.9266666666666666,0.9493087557603687,0.8952380952380952,0.9147903325759141,0.76021284
60/40,Phase 2: Weighted BCE,54,0.7122675306656782,0.9219070598485666,0.2618940139287396,0.9338888888888889,0.9237753554841868,0.9333943833943834,0.9281919146509614,0.5390362
60/40,Phase 2: Weighted BCE,55,0.7047824901693007,0.9220439455878142,0.2651506719882028,0.9438888888888889,0.9410526836997426,0.935042735042735,0.9379233199346044,0.697581
60/40,Phase 2: Weighted BCE,56,0.7085120884811177,0.9225458556313575,0.28695863527817683,0.9269444444444445,0.9487893791472091,0.8960012210012209,0.9152150710136464,0.67443776
60/40,Phase 2: Weighted BCE,57,0.6923239150468041,0.9264219428618808,0.27315201553140295,0.9472222222222222,0.9553223446543486,0.9293650793650794,0.9403998230815801,0.5582305
60/40,Phase 2: Weighted BCE,58,0.7164522991460912,0.9219748284011624,0.2977325487555119,0.9325,0.9519679501841807,0.9041208791208791,0.9220703627656683,0.60006785
